Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1000,1.3980159,0.00029999547,0.029152973,0.0,0.0,690.0
2000,1.3977954,0.00029999544,0.016479738,0.0,0.0,690.0
3000,1.397351,0.00029999544,0.019053502,0.5263157894736842,0.5263157894736842,655.0526315789474
4000,1.3966316,0.00029999536,0.030382173,0.0,0.0,690.0
5000,1.3958793,0.00029999533,0.03615512,0.0,0.0,690.0
6000,1.3955353,0.00029999533,0.03259332,1.0,1.0,623.1
7000,1.3960227,0.0002999953,0.020152792,0.0,0.0,690.0
8000,1.3974793,0.00029999527,0.030778322,0.0,0.0,690.0
9000,1.3982556,0.00029999527,0.007822217,1.0,1.0,626.5
10000,1.3972191,0.00029999524,0.050282605,1.0,1.0,622.35
11000,1.3970246,0.00029999524,0.019252803,1.0,1.0,655.3
12000,1.3966073,0.00029999518,0.032483067,1.0526315789473684,1.0526315789473684,621.8421052631579
13000,1.395959,0.00029999512,0.04853092,0.0,0.0,690.0
14000,1.3956856,0.00029999512,0.03808464,0.9090909090909091,0.9090909090909091,629.4545454545455
15000,1.3960209,0.0002999951,0.058764376,0.0,0.0,690.0
16000,1.3962637,0.00029999504,0.028942628,0.0,0.0,690.0
17000,1.3953966,0.000299995,0.033082444,0.0,0.0,690.0
18000,1.395149,0.00029999498,0.01802506,0.0,0.0,690.0
19000,1.3948009,0.00029999495,0.014455408,0.0,0.0,690.0
20000,1.3942864,0.0002999949,0.01494924,0.0,0.0,690.0
21000,1.3939129,0.00029999486,0.006040981,0.0,0.0,690.0
22000,1.3936769,0.00029999486,0.009887208,0.0,0.0,690.0
23000,1.3928204,0.00029999483,0.0020948395,0.0,0.0,690.0
24000,1.3917706,0.0002999948,0.0040884134,0.0,0.0,690.0
25000,1.3929096,0.0002999948,0.0013255281,0.9090909090909091,0.9090909090909091,654.6363636363636
26000,1.3930398,0.00029999478,-0.0023781601,0.0,0.0,690.0
