Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
264000,1.3757795,0.00029011874,0.18775402,0.16335079,0.018752681,2.857142857142857,2.857142857142857,1177.0
265000,1.375514,0.00029008128,0.20830408,0.31253156,0.030154876,5.384615384615385,5.384615384615385,901.0
266000,1.3747976,0.00029004377,0.18590479,0.37796095,0.022320628,2.5,2.5,1403.0
267000,1.3739662,0.00029000628,0.20997007,0.0771698,0.025045931,1.4285714285714286,1.4285714285714286,1291.2857142857142
268000,1.3723633,0.0002899688,0.20372038,0.004971994,0.026102658,0.0,0.0,1477.0
269000,1.3712126,0.0002899313,0.19310366,None,None,0.0,0.0,1477.0
270000,1.3698945,0.0002898938,0.15891303,0.0031088642,0.024430437,0.0,0.0,1477.0
271000,1.3693032,0.00028985628,0.14010604,0.0011862522,0.030451033,0.0,0.0,1477.0
272000,1.3691171,0.00028981877,0.12813298,0.00096348696,0.022496378,0.0,0.0,1477.0
273000,1.3687184,0.0002897813,0.109877385,0.0006292205,0.022240985,0.0,0.0,1477.0
274000,1.3679497,0.0002897438,0.09190419,0.00032058376,0.017990481,0.0,0.0,1477.0
275000,1.3670801,0.00028970628,0.08666543,0.0005881078,0.023566049,0.0,0.0,1477.0
276000,1.3665586,0.0002896688,0.079742044,0.073668405,0.023033997,1.4285714285714286,1.4285714285714286,1309.2857142857142
277000,1.366286,0.00028963128,0.06873409,None,None,0.0,0.0,1477.0
278000,1.3665407,0.00028959382,0.068884596,0.0005593294,0.023809906,1.4285714285714286,1.4285714285714286,1275.142857142857
279000,1.3668168,0.00028955628,0.08236109,0.08124372,0.025690403,0.0,0.0,1477.0
280000,1.366446,0.0002895188,0.07368898,0.0012307669,0.022312839,0.0,0.0,1477.0
281000,1.3658161,0.00028948128,0.07038474,0.0006324248,0.024486003,0.0,0.0,1477.0
282000,1.3653159,0.0002894438,0.08749157,0.16357957,0.019091608,3.75,3.75,1123.0
283000,1.3650024,0.0002894063,0.106375195,0.12631908,0.02204725,1.4285714285714286,1.4285714285714286,1383.857142857143
284000,1.3645723,0.00028936882,0.09741724,0.0013644227,0.021992888,0.0,0.0,1477.0
285000,1.3643317,0.0002893313,0.08712355,None,None,0.0,0.0,1477.0
286000,1.3631738,0.00028929376,0.076979846,0.00079370226,0.022930555,1.25,1.25,1361.5
287000,1.3630337,0.00028925628,0.08571471,0.0836378,0.02227496,1.6666666666666667,1.6666666666666667,1427.0
288000,1.3628067,0.0002892188,0.08822911,0.082456216,0.023309372,0.0,0.0,1477.0
289000,1.3626082,0.0002891813,0.086460926,0.00072969776,0.029357864,0.0,0.0,1477.0
290000,1.3625109,0.0002891438,0.09342676,0.18674903,0.027665548,5.0,5.0,1156.625
291000,1.3624699,0.0002891063,0.11181919,0.08060881,0.020765226,2.0,2.0,1389.4
292000,1.3626187,0.0002890688,0.10949039,0.08048808,0.02211072,0.0,0.0,1477.0
293000,1.3632371,0.00028903128,0.10697009,None,None,2.857142857142857,2.857142857142857,1213.4285714285713
294000,1.3629475,0.0002889938,0.1309462,0.16219142,0.025980506,2.5,2.5,1165.5
295000,1.3630852,0.00028895627,0.13414069,0.1872051,0.021502312,2.0,2.0,1192.0
296000,1.3631378,0.0002889188,0.12749885,0.0011702881,0.02616447,0.0,0.0,1477.0
297000,1.3628851,0.0002888813,0.124816515,0.16435479,0.025731526,4.545454545454546,4.545454545454546,836.2727272727273
298000,1.3627009,0.00028884382,0.10531396,0.15007707,0.030305872,0.0,0.0,1477.0
299000,1.3626995,0.0002888063,0.13835277,0.033792894,0.02683065,1.8181818181818181,1.8181818181818181,1238.5454545454545
300000,1.3619802,0.0002887688,0.09353244,0.059999865,0.030065821,0.0,0.0,1477.0
301000,1.3613275,0.00028873127,0.10262385,None,None,2.0,2.0,1186.4
302000,1.3621011,0.0002886938,0.11193183,0.071906656,0.0249932,0.0,0.0,1477.0
303000,1.3622112,0.0002886563,0.071847804,0.0010311487,0.022704275,0.0,0.0,1477.0
304000,1.3618218,0.0002886188,0.073990665,0.00047639772,0.025623351,0.0,0.0,1477.0
305000,1.3616551,0.0002885813,0.10317225,0.1475625,0.022095865,2.5,2.5,1146.4166666666667
306000,1.3619378,0.0002885438,0.09861631,0.15521349,0.018581968,3.3333333333333335,3.3333333333333335,1212.5
307000,1.3622215,0.00028850627,0.13912947,0.19283138,0.020778464,4.285714285714286,4.285714285714286,1085.857142857143
308000,1.3617622,0.0002884688,0.12764946,0.18269351,0.027726062,2.5,2.5,1283.375
309000,1.3620927,0.0002884313,0.11138123,None,None,0.0,0.0,1477.0
310000,1.3617034,0.00028839379,0.13151437,0.0013961601,0.017738743,3.75,3.75,993.75
311000,1.3613762,0.0002883563,0.1264193,0.21439447,0.022185475,1.6666666666666667,1.6666666666666667,1283.6666666666667
312000,1.3611529,0.0002883188,0.12184051,0.019728784,0.026389929,1.25,1.25,1434.25
313000,1.3606076,0.00028828127,0.12355242,0.09286026,0.0194821,4.0,4.0,1227.4
314000,1.3597505,0.00028824378,0.1417355,0.1963586,0.020475127,3.3333333333333335,3.3333333333333335,1187.7777777777778
315000,1.3589168,0.00028820627,0.13170429,0.03250007,0.026101379,1.25,1.25,1319.375
316000,1.3584416,0.00028816878,0.110154495,0.1517624,0.025596512,3.3333333333333335,3.3333333333333335,1347.6666666666667
317000,1.3582209,0.0002881313,0.13312267,None,None,1.25,1.25,1471.125
318000,1.3572752,0.00028809378,0.11117053,0.07634263,0.022405382,2.2222222222222223,2.2222222222222223,1187.7777777777778
319000,1.3566223,0.00028805633,0.12548353,0.13420923,0.023697296,4.0,4.0,1096.6
320000,1.3557274,0.00028801875,0.122774854,0.1433454,0.02267256,2.5,2.5,1288.375
321000,1.3553863,0.00028798127,0.14753568,0.22490405,0.020517103,3.75,3.75,1127.75
322000,1.3553283,0.00028794378,0.15086964,0.15725653,0.020016974,0.0,0.0,1477.0
323000,1.3547815,0.0002879063,0.17281984,0.002810333,0.022345157,1.4285714285714286,1.4285714285714286,1334.2857142857142
324000,1.3536416,0.0002878688,0.14680308,0.083611794,0.025048101,0.0,0.0,1477.0
325000,1.3529848,0.0002878313,0.14747322,None,None,1.4285714285714286,1.4285714285714286,1413.857142857143
326000,1.3523234,0.0002877938,0.13725293,0.08061275,0.024253843,2.857142857142857,2.857142857142857,1171.857142857143
327000,1.3524243,0.0002877563,0.14647438,0.13184777,0.024375757,2.857142857142857,2.857142857142857,1167.7142857142858
328000,1.3530957,0.00028771878,0.15104465,0.1336734,0.021142108,3.75,3.75,1430.0
329000,1.353264,0.00028768132,0.16310228,0.33484048,0.024522148,5.714285714285714,5.714285714285714,914.8571428571429
330000,1.3530872,0.00028764378,0.15714917,0.20440516,0.023653578,2.5,2.5,1199.0
331000,1.35321,0.0002876063,0.1644974,0.23678379,0.022673968,2.857142857142857,2.857142857142857,1224.7142857142858
332000,1.353864,0.0002875688,0.16723263,0.116615295,0.025300158,2.5,2.5,1249.75
333000,1.3548025,0.0002875313,0.18105763,None,None,2.857142857142857,2.857142857142857,1194.2857142857142
334000,1.3538347,0.0002874938,0.1920831,0.16142653,0.018823246,3.3333333333333335,3.3333333333333335,1124.3333333333333
335000,1.3526732,0.00028745626,0.19596262,0.17140622,0.021954212,2.857142857142857,2.857142857142857,1268.7142857142858
336000,1.3518202,0.00028741878,0.1976138,0.15325913,0.024155464,2.0,2.0,1193.0
337000,1.3516114,0.0002873813,0.18825907,0.08063219,0.025945611,1.25,1.25,1449.5
338000,1.3515495,0.0002873438,0.19120753,0.19823207,0.0232578,4.0,4.0,991.9
339000,1.3511045,0.0002873063,0.22313023,0.28884563,0.02717865,5.0,5.0,896.0
340000,1.3504876,0.0002872688,0.20913136,0.0025472476,0.022460688,0.0,0.0,1477.0
341000,1.3504888,0.0002872313,0.16275965,None,None,1.6666666666666667,1.6666666666666667,1476.6666666666667
